GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,NAME_E,AF49E001,NAME_M,AF49M001,STATE_ABB,X_POSITION,Y_POSITION
G2000130,2012-2016,Kansas,20,Brown County,13,"Brown County, Kansas",44672,"Brown County, Kansas",3385,KS,4,5
G2000150,2012-2016,Kansas,20,Butler County,15,"Butler County, Kansas",60338,"Butler County, Kansas",1698,KS,4,5
G2000170,2012-2016,Kansas,20,Chase County,17,"Chase County, Kansas",41889,"Chase County, Kansas",2975,KS,4,5
G2000190,2012-2016,Kansas,20,Chautauqua County,19,"Chautauqua County, Kansas",37927,"Chautauqua County, Kansas",4011,KS,4,5
G2000210,2012-2016,Kansas,20,Cherokee County,21,"Cherokee County, Kansas",41240,"Cherokee County, Kansas",1653,KS,4,5
G2000230,2012-2016,Kansas,20,Cheyenne County,23,"Cheyenne County, Kansas",46058,"Cheyenne County, Kansas",5838,KS,4,5
G2000250,2012-2016,Kansas,20,Clark County,25,"Clark County, Kansas",42976,"Clark County, Kansas",4759,KS,4,5
G2000270,2012-2016,Kansas,20,Clay County,27,"Clay County, Kansas",53041,"Clay County, Kansas",3557,KS,4,5
G2000290,2012-2016,Kansas,20,Cloud County,29,"Cloud County, Kansas",40947,"Cloud County, Kansas",2023,KS,4,5
G2000310,2012-2016,Kansas,20,Coffey County,31,"Coffey County, Kansas",57442,"Coffey County, Kansas",5260,KS,4,5
G2000330,2012-2016,Kansas,20,Comanche County,33,"Comanche County, Kansas",43542,"Comanche County, Kansas",5269,KS,4,5
G2000350,2012-2016,Kansas,20,Cowley County,35,"Cowley County, Kansas",44960,"Cowley County, Kansas",2818,KS,4,5
G2000370,2012-2016,Kansas,20,Crawford County,37,"Crawford County, Kansas",37607,"Crawford County, Kansas",1807,KS,4,5
G2000390,2012-2016,Kansas,20,Decatur County,39,"Decatur County, Kansas",41362,"Decatur County, Kansas",2763,KS,4,5
G2000410,2012-2016,Kansas,20,Dickinson County,41,"Dickinson County, Kansas",48093,"Dickinson County, Kansas",3255,KS,4,5
G2000430,2012-2016,Kansas,20,Doniphan County,43,"Doniphan County, Kansas",49375,"Doniphan County, Kansas",4517,KS,4,5
G2000450,2012-2016,Kansas,20,Douglas County,45,"Douglas County, Kansas",52698,"Douglas County, Kansas",1683,KS,4,5
G2000470,2012-2016,Kansas,20,Edwards County,47,"Edwards County, Kansas",48684,"Edwards County, Kansas",3434,KS,4,5
G2000490,2012-2016,Kansas,20,Elk County,49,"Elk County, Kansas",37393,"Elk County, Kansas",4058,KS,4,5
G2000510,2012-2016,Kansas,20,Ellis County,51,"Ellis County, Kansas",50140,"Ellis County, Kansas",3144,KS,4,5
G2000530,2012-2016,Kansas,20,Ellsworth County,53,"Ellsworth County, Kansas",49134,"Ellsworth County, Kansas",2238,KS,4,5
G2000550,2012-2016,Kansas,20,Finney County,55,"Finney County, Kansas",50712,"Finney County, Kansas",2375,KS,4,5
G2000570,2012-2016,Kansas,20,Ford County,57,"Ford County, Kansas",49688,"Ford County, Kansas",3045,KS,4,5
G2000590,2012-2016,Kansas,20,Franklin County,59,"Franklin County, Kansas",51465,"Franklin County, Kansas",2502,KS,4,5
G2000610,2012-2016,Kansas,20,Geary County,61,"Geary County, Kansas",45243,"Geary County, Kansas",1770,KS,4,5
G2000630,2012-2016,Kansas,20,Gove County,63,"Gove County, Kansas",46681,"Gove County, Kansas",4752,KS,4,5
G2000650,2012-2016,Kansas,20,Graham County,65,"Graham County, Kansas",45982,"Graham County, Kansas",5986,KS,4,5
G2000670,2012-2016,Kansas,20,Grant County,67,"Grant County, Kansas",54919,"Grant County, Kansas",6207,KS,4,5
G2000690,2012-2016,Kansas,20,Gray County,69,"Gray County, Kansas",59629,"Gray County, Kansas",3133,KS,4,5
G2000710,2012-2016,Kansas,20,Greeley County,71,"Greeley County, Kansas",47000,"Greeley County, Kansas",9747,KS,4,5
G2000730,2012-2016,Kansas,20,Greenwood County,73,"Greenwood County, Kansas",39671,"Greenwood County, Kansas",3246,KS,4,5
G2000750,2012-2016,Kansas,20,Hamilton County,75,"Hamilton County, Kansas",48523,"Hamilton County, Kansas",6901,KS,4,5
G2000770,2012-2016,Kansas,20,Harper County,77,"Harper County, Kansas",46886,"Harper County, Kansas",3677,KS,4,5
G2000790,2012-2016,Kansas,20,Harvey County,79,"Harvey County, Kansas",52463,"Harvey County, Kansas",3318,KS,4,5
G2000810,2012-2016,Kansas,20,Haskell County,81,"Haskell County, Kansas",55453,"Haskell County, Kansas",3047,KS,4,5
G2000830,2012-2016,Kansas,20,Hodgeman County,83,"Hodgeman County, Kansas",56250,"Hodgeman County, Kansas",4759,KS,4,5
G2000850,2012-2016,Kansas,20,Jackson County,85,"Jackson County, Kansas",54700,"Jackson County, Kansas",2675,KS,4,5
G2000870,2012-2016,Kansas,20,Jefferson County,87,"Jefferson County, Kansas",56777,"Jefferson County, Kansas",2572,KS,4,5
G2000890,2012-2016,Kansas,20,Jewell County,89,"Jewell County, Kansas",37750,"Jewell County, Kansas",3499,KS,4,5
G2000910,2012-2016,Kansas,20,Johnson County,91,"Johnson County, Kansas",78186,"Johnson County, Kansas",868,KS,4,5
G2000930,2012-2016,Kansas,20,Kearny County,93,"Kearny County, Kansas",49396,"Kearny County, Kansas",3251,KS,4,5
G2000950,2012-2016,Kansas,20,Kingman County,95,"Kingman County, Kansas",56142,"Kingman County, Kansas",6289,KS,4,5
G2000970,2012-2016,Kansas,20,Kiowa County,97,"Kiowa County, Kansas",44896,"Kiowa County, Kansas",3697,KS,4,5
G2000990,2012-2016,Kansas,20,Labette County,99,"Labette County, Kansas",41851,"Labette County, Kansas",1939,KS,4,5
G2001010,2012-2016,Kansas,20,Lane County,101,"Lane County, Kansas",58077,"Lane County, Kansas",4301,KS,4,5
G2001030,2012-2016,Kansas,20,Leavenworth County,103,"Leavenworth County, Kansas",66046,"Leavenworth County, Kansas",2371,KS,4,5
G2001050,2012-2016,Kansas,20,Lincoln County,105,"Lincoln County, Kansas",49583,"Lincoln County, Kansas",7076,KS,4,5
G2001070,2012-2016,Kansas,20,Linn County,107,"Linn County, Kansas",45790,"Linn County, Kansas",5370,KS,4,5
G2001090,2012-2016,Kansas,20,Logan County,109,"Logan County, Kansas",48205,"Logan County, Kansas",4194,KS,4,5
G2001110,2012-2016,Kansas,20,Lyon County,111,"Lyon County, Kansas",40611,"Lyon County, Kansas",2616,KS,4,5
G2001130,2012-2016,Kansas,20,McPherson County,113,"McPherson County, Kansas",56783,"McPherson County, Kansas",2248,KS,4,5
G2001150,2012-2016,Kansas,20,Marion County,115,"Marion County, Kansas",47926,"Marion County, Kansas",3268,KS,4,5
G2001170,2012-2016,Kansas,20,Marshall County,117,"Marshall County, Kansas",47532,"Marshall County, Kansas",3229,KS,4,5
G2001190,2012-2016,Kansas,20,Meade County,119,"Meade County, Kansas",52960,"Meade County, Kansas",2834,KS,4,5
G2001210,2012-2016,Kansas,20,Miami County,121,"Miami County, Kansas",63353,"Miami County, Kansas",4139,KS,4,5
G2001230,2012-2016,Kansas,20,Mitchell County,123,"Mitchell County, Kansas",49755,"Mitchell County, Kansas",4549,KS,4,5
G2001250,2012-2016,Kansas,20,Montgomery County,125,"Montgomery County, Kansas",42646,"Montgomery County, Kansas",1668,KS,4,5
G2001270,2012-2016,Kansas,20,Morris County,127,"Morris County, Kansas",48551,"Morris County, Kansas",3499,KS,4,5
G2001290,2012-2016,Kansas,20,Morton County,129,"Morton County, Kansas",44100,"Morton County, Kansas",7376,KS,4,5
G2001310,2012-2016,Kansas,20,Nemaha County,131,"Nemaha County, Kansas",50400,"Nemaha County, Kansas",2930,KS,4,5
G2001330,2012-2016,Kansas,20,Neosho County,133,"Neosho County, Kansas",43867,"Neosho County, Kansas",3171,KS,4,5
G2001350,2012-2016,Kansas,20,Ness County,135,"Ness County, Kansas",47298,"Ness County, Kansas",4414,KS,4,5
G2001370,2012-2016,Kansas,20,Norton County,137,"Norton County, Kansas",47651,"Norton County, Kansas",7091,KS,4,5
G2001390,2012-2016,Kansas,20,Osage County,139,"Osage County, Kansas",52171,"Osage County, Kansas",2632,KS,4,5
G2001410,2012-2016,Kansas,20,Osborne County,141,"Osborne County, Kansas",41432,"Osborne County, Kansas",3527,KS,4,5
G2001430,2012-2016,Kansas,20,Ottawa County,143,"Ottawa County, Kansas",52241,"Ottawa County, Kansas",3487,KS,4,5
G2001450,2012-2016,Kansas,20,Pawnee County,145,"Pawnee County, Kansas",46227,"Pawnee County, Kansas",7528,KS,4,5
G2001470,2012-2016,Kansas,20,Phillips County,147,"Phillips County, Kansas",45940,"Phillips County, Kansas",1316,KS,4,5
G2001490,2012-2016,Kansas,20,Pottawatomie County,149,"Pottawatomie County, Kansas",62500,"Pottawatomie County, Kansas",3517,KS,4,5
G2001510,2012-2016,Kansas,20,Pratt County,151,"Pratt County, Kansas",48995,"Pratt County, Kansas",4182,KS,4,5
G2001530,2012-2016,Kansas,20,Rawlins County,153,"Rawlins County, Kansas",49327,"Rawlins County, Kansas",4781,KS,4,5
G2001550,2012-2016,Kansas,20,Reno County,155,"Reno County, Kansas",46000,"Reno County, Kansas",1848,KS,4,5
G2001570,2012-2016,Kansas,20,Republic County,157,"Republic County, Kansas",41489,"Republic County, Kansas",2071,KS,4,5
G2001590,2012-2016,Kansas,20,Rice County,159,"Rice County, Kansas",46335,"Rice County, Kansas",4246,KS,4,5
G2001610,2012-2016,Kansas,20,Riley County,161,"Riley County, Kansas",46609,"Riley County, Kansas",1457,KS,4,5
G2001630,2012-2016,Kansas,20,Rooks County,163,"Rooks County, Kansas",46750,"Rooks County, Kansas",2568,KS,4,5
G2001650,2012-2016,Kansas,20,Rush County,165,"Rush County, Kansas",40395,"Rush County, Kansas",6996,KS,4,5
G2001670,2012-2016,Kansas,20,Russell County,167,"Russell County, Kansas",42656,"Russell County, Kansas",7832,KS,4,5
G2001690,2012-2016,Kansas,20,Saline County,169,"Saline County, Kansas",48497,"Saline County, Kansas",1287,KS,4,5
G2001710,2012-2016,Kansas,20,Scott County,171,"Scott County, Kansas",61886,"Scott County, Kansas",10901,KS,4,5
G2001730,2012-2016,Kansas,20,Sedgwick County,173,"Sedgwick County, Kansas",51157,"Sedgwick County, Kansas",719,KS,4,5
G2001750,2012-2016,Kansas,20,Seward County,175,"Seward County, Kansas",47507,"Seward County, Kansas",4006,KS,4,5
G2001770,2012-2016,Kansas,20,Shawnee County,177,"Shawnee County, Kansas",52088,"Shawnee County, Kansas",1207,KS,4,5
G2001790,2012-2016,Kansas,20,Sheridan County,179,"Sheridan County, Kansas",50822,"Sheridan County, Kansas",5347,KS,4,5
G2001810,2012-2016,Kansas,20,Sherman County,181,"Sherman County, Kansas",47036,"Sherman County, Kansas",5989,KS,4,5
G2001830,2012-2016,Kansas,20,Smith County,183,"Smith County, Kansas",43913,"Smith County, Kansas",3712,KS,4,5
G2001850,2012-2016,Kansas,20,Stafford County,185,"Stafford County, Kansas",46830,"Stafford County, Kansas",2931,KS,4,5
G2001870,2012-2016,Kansas,20,Stanton County,187,"Stanton County, Kansas",44567,"Stanton County, Kansas",11071,KS,4,5
G2001890,2012-2016,Kansas,20,Stevens County,189,"Stevens County, Kansas",54333,"Stevens County, Kansas",4343,KS,4,5
G2001910,2012-2016,Kansas,20,Sumner County,191,"Sumner County, Kansas",50950,"Sumner County, Kansas",2451,KS,4,5
G2001930,2012-2016,Kansas,20,Thomas County,193,"Thomas County, Kansas",52074,"Thomas County, Kansas",6133,KS,4,5
G2001950,2012-2016,Kansas,20,Trego County,195,"Trego County, Kansas",54630,"Trego County, Kansas",4694,KS,4,5
G2001970,2012-2016,Kansas,20,Wabaunsee County,197,"Wabaunsee County, Kansas",57791,"Wabaunsee County, Kansas",4216,KS,4,5
G2001990,2012-2016,Kansas,20,Wallace County,199,"Wallace County, Kansas",45804,"Wallace County, Kansas",14207,KS,4,5
G2002010,2012-2016,Kansas,20,Washington County,201,"Washington County, Kansas",47045,"Washington County, Kansas",2946,KS,4,5
G2002030,2012-2016,Kansas,20,Wichita County,203,"Wichita County, Kansas",57596,"Wichita County, Kansas",9915,KS,4,5
G2002050,2012-2016,Kansas,20,Wilson County,205,"Wilson County, Kansas",43594,"Wilson County, Kansas",4579,KS,4,5
G2002070,2012-2016,Kansas,20,Woodson County,207,"Woodson County, Kansas",35321,"Woodson County, Kansas",4827,KS,4,5
G2002090,2012-2016,Kansas,20,Wyandotte County,209,"Wyandotte County, Kansas",40757,"Wyandotte County, Kansas",817,KS,4,5
G2100010,2012-2016,Kentucky,21,Adair County,1,"Adair County, Kentucky",33873,"Adair County, Kentucky",3067,KY,6,4
G2100030,2012-2016,Kentucky,21,Allen County,3,"Allen County, Kentucky",41166,"Allen County, Kentucky",2810,KY,6,4
G2100050,2012-2016,Kentucky,21,Anderson County,5,"Anderson County, Kentucky",53513,"Anderson County, Kentucky",4153,KY,6,4
G2100070,2012-2016,Kentucky,21,Ballard County,7,"Ballard County, Kentucky",43923,"Ballard County, Kentucky",1698,KY,6,4
G2100090,2012-2016,Kentucky,21,Barren County,9,"Barren County, Kentucky",39034,"Barren County, Kentucky",1438,KY,6,4
G2100110,2012-2016,Kentucky,21,Bath County,11,"Bath County, Kentucky",34986,"Bath County, Kentucky",2443,KY,6,4
G2100130,2012-2016,Kentucky,21,Bell County,13,"Bell County, Kentucky",22603,"Bell County, Kentucky",1703,KY,6,4
G2100150,2012-2016,Kentucky,21,Boone County,15,"Boone County, Kentucky",69165,"Boone County, Kentucky",2991,KY,6,4
G2100170,2012-2016,Kentucky,21,Bourbon County,17,"Bourbon County, Kentucky",44232,"Bourbon County, Kentucky",4515,KY,6,4
G2100190,2012-2016,Kentucky,21,Boyd County,19,"Boyd County, Kentucky",44140,"Boyd County, Kentucky",2704,KY,6,4
G2100210,2012-2016,Kentucky,21,Boyle County,21,"Boyle County, Kentucky",40758,"Boyle County, Kentucky",2606,KY,6,4
G2100230,2012-2016,Kentucky,21,Bracken County,23,"Bracken County, Kentucky",35887,"Bracken County, Kentucky",4437,KY,6,4
G2100250,2012-2016,Kentucky,21,Breathitt County,25,"Breathitt County, Kentucky",25484,"Breathitt County, Kentucky",2070,KY,6,4
G2100270,2012-2016,Kentucky,21,Breckinridge County,27,"Breckinridge County, Kentucky",43390,"Breckinridge County, Kentucky",3979,KY,6,4
G2100290,2012-2016,Kentucky,21,Bullitt County,29,"Bullitt County, Kentucky",58702,"Bullitt County, Kentucky",2102,KY,6,4
G2100310,2012-2016,Kentucky,21,Butler County,31,"Butler County, Kentucky",38427,"Butler County, Kentucky",2462,KY,6,4
G2100330,2012-2016,Kentucky,21,Caldwell County,33,"Caldwell County, Kentucky",43491,"Caldwell County, Kentucky",6062,KY,6,4
G2100350,2012-2016,Kentucky,21,Calloway County,35,"Calloway County, Kentucky",36692,"Calloway County, Kentucky",1784,KY,6,4
G2100370,2012-2016,Kentucky,21,Campbell County,37,"Campbell County, Kentucky",56772,"Campbell County, Kentucky",1931,KY,6,4
G2100390,2012-2016,Kentucky,21,Carlisle County,39,"Carlisle County, Kentucky",40913,"Carlisle County, Kentucky",2911,KY,6,4
G2100410,2012-2016,Kentucky,21,Carroll County,41,"Carroll County, Kentucky",42882,"Carroll County, Kentucky",3164,KY,6,4
G2100430,2012-2016,Kentucky,21,Carter County,43,"Carter County, Kentucky",37367,"Carter County, Kentucky",2685,KY,6,4
G2100450,2012-2016,Kentucky,21,Casey County,45,"Casey County, Kentucky",32315,"Casey County, Kentucky",2013,KY,6,4
G2100470,2012-2016,Kentucky,21,Christian County,47,"Christian County, Kentucky",40253,"Christian County, Kentucky",1804,KY,6,4
G2100490,2012-2016,Kentucky,21,Clark County,49,"Clark County, Kentucky",49069,"Clark County, Kentucky",2736,KY,6,4
G2100510,2012-2016,Kentucky,21,Clay County,51,"Clay County, Kentucky",22174,"Clay County, Kentucky",2566,KY,6,4
G2100530,2012-2016,Kentucky,21,Clinton County,53,"Clinton County, Kentucky",29872,"Clinton County, Kentucky",3373,KY,6,4
G2100550,2012-2016,Kentucky,21,Crittenden County,55,"Crittenden County, Kentucky",38739,"Crittenden County, Kentucky",3311,KY,6,4
G2100570,2012-2016,Kentucky,21,Cumberland County,57,"Cumberland County, Kentucky",33268,"Cumberland County, Kentucky",4338,KY,6,4
G2100590,2012-2016,Kentucky,21,Daviess County,59,"Daviess County, Kentucky",46675,"Daviess County, Kentucky",1525,KY,6,4
G2100610,2012-2016,Kentucky,21,Edmonson County,61,"Edmonson County, Kentucky",41689,"Edmonson County, Kentucky",3879,KY,6,4
G2100630,2012-2016,Kentucky,21,Elliott County,63,"Elliott County, Kentucky",27969,"Elliott County, Kentucky",5479,KY,6,4
G2100650,2012-2016,Kentucky,21,Estill County,65,"Estill County, Kentucky",29694,"Estill County, Kentucky",3475,KY,6,4
G2100670,2012-2016,Kentucky,21,Fayette County,67,"Fayette County, Kentucky",50661,"Fayette County, Kentucky",922,KY,6,4
G2100690,2012-2016,Kentucky,21,Fleming County,69,"Fleming County, Kentucky",36063,"Fleming County, Kentucky",5041,KY,6,4
G2100710,2012-2016,Kentucky,21,Floyd County,71,"Floyd County, Kentucky",30540,"Floyd County, Kentucky",2188,KY,6,4
G2100730,2012-2016,Kentucky,21,Franklin County,73,"Franklin County, Kentucky",50999,"Franklin County, Kentucky",1688,KY,6,4
G2100750,2012-2016,Kentucky,21,Fulton County,75,"Fulton County, Kentucky",26841,"Fulton County, Kentucky",3720,KY,6,4
G2100770,2012-2016,Kentucky,21,Gallatin County,77,"Gallatin County, Kentucky",51180,"Gallatin County, Kentucky",3172,KY,6,4
G2100790,2012-2016,Kentucky,21,Garrard County,79,"Garrard County, Kentucky",46373,"Garrard County, Kentucky",3332,KY,6,4
G2100810,2012-2016,Kentucky,21,Grant County,81,"Grant County, Kentucky",44191,"Grant County, Kentucky",3658,KY,6,4
G2100830,2012-2016,Kentucky,21,Graves County,83,"Graves County, Kentucky",40268,"Graves County, Kentucky",2083,KY,6,4
G2100850,2012-2016,Kentucky,21,Grayson County,85,"Grayson County, Kentucky",36129,"Grayson County, Kentucky",2772,KY,6,4
G2100870,2012-2016,Kentucky,21,Green County,87,"Green County, Kentucky",36681,"Green County, Kentucky",3176,KY,6,4
G2100890,2012-2016,Kentucky,21,Greenup County,89,"Greenup County, Kentucky",46771,"Greenup County, Kentucky",2226,KY,6,4
G2100910,2012-2016,Kentucky,21,Hancock County,91,"Hancock County, Kentucky",49375,"Hancock County, Kentucky",3803,KY,6,4
G2100930,2012-2016,Kentucky,21,Hardin County,93,"Hardin County, Kentucky",51541,"Hardin County, Kentucky",1954,KY,6,4
G2100950,2012-2016,Kentucky,21,Harlan County,95,"Harlan County, Kentucky",25350,"Harlan County, Kentucky",1710,KY,6,4
G2100970,2012-2016,Kentucky,21,Harrison County,97,"Harrison County, Kentucky",40164,"Harrison County, Kentucky",3550,KY,6,4
G2100990,2012-2016,Kentucky,21,Hart County,99,"Hart County, Kentucky",35738,"Hart County, Kentucky",1949,KY,6,4
G2101010,2012-2016,Kentucky,21,Henderson County,101,"Henderson County, Kentucky",41630,"Henderson County, Kentucky",1677,KY,6,4
G2101030,2012-2016,Kentucky,21,Henry County,103,"Henry County, Kentucky",50412,"Henry County, Kentucky",2969,KY,6,4
G2101050,2012-2016,Kentucky,21,Hickman County,105,"Hickman County, Kentucky",39756,"Hickman County, Kentucky",6556,KY,6,4
G2101070,2012-2016,Kentucky,21,Hopkins County,107,"Hopkins County, Kentucky",43169,"Hopkins County, Kentucky",2077,KY,6,4
G2101090,2012-2016,Kentucky,21,Jackson County,109,"Jackson County, Kentucky",30884,"Jackson County, Kentucky",2247,KY,6,4
G2101110,2012-2016,Kentucky,21,Jefferson County,111,"Jefferson County, Kentucky",50099,"Jefferson County, Kentucky",549,KY,6,4
G2101130,2012-2016,Kentucky,21,Jessamine County,113,"Jessamine County, Kentucky",52748,"Jessamine County, Kentucky",2916,KY,6,4
G2101150,2012-2016,Kentucky,21,Johnson County,115,"Johnson County, Kentucky",35060,"Johnson County, Kentucky",3035,KY,6,4
G2101170,2012-2016,Kentucky,21,Kenton County,117,"Kenton County, Kentucky",56568,"Kenton County, Kentucky",1253,KY,6,4
G2101190,2012-2016,Kentucky,21,Knott County,119,"Knott County, Kentucky",28165,"Knott County, Kentucky",3412,KY,6,4
G2101210,2012-2016,Kentucky,21,Knox County,121,"Knox County, Kentucky",26553,"Knox County, Kentucky",1924,KY,6,4
G2101230,2012-2016,Kentucky,21,Larue County,123,"Larue County, Kentucky",41050,"Larue County, Kentucky",3894,KY,6,4
G2101250,2012-2016,Kentucky,21,Laurel County,125,"Laurel County, Kentucky",36139,"Laurel County, Kentucky",1325,KY,6,4
G2101270,2012-2016,Kentucky,21,Lawrence County,127,"Lawrence County, Kentucky",35016,"Lawrence County, Kentucky",4524,KY,6,4
G2101290,2012-2016,Kentucky,21,Lee County,129,"Lee County, Kentucky",21185,"Lee County, Kentucky",2686,KY,6,4
G2101310,2012-2016,Kentucky,21,Leslie County,131,"Leslie County, Kentucky",25282,"Leslie County, Kentucky",6299,KY,6,4
G2101330,2012-2016,Kentucky,21,Letcher County,133,"Letcher County, Kentucky",29181,"Letcher County, Kentucky",3056,KY,6,4
G2101350,2012-2016,Kentucky,21,Lewis County,135,"Lewis County, Kentucky",29088,"Lewis County, Kentucky",2463,KY,6,4
G2101370,2012-2016,Kentucky,21,Lincoln County,137,"Lincoln County, Kentucky",35185,"Lincoln County, Kentucky",1869,KY,6,4
G2101390,2012-2016,Kentucky,21,Livingston County,139,"Livingston County, Kentucky",43333,"Livingston County, Kentucky",6670,KY,6,4
G2101410,2012-2016,Kentucky,21,Logan County,141,"Logan County, Kentucky",39027,"Logan County, Kentucky",2291,KY,6,4
G2101430,2012-2016,Kentucky,21,Lyon County,143,"Lyon County, Kentucky",47861,"Lyon County, Kentucky",3648,KY,6,4
